,0.0,0.25,0.3333333333333333,0.5,0.6666666666666666,0.75,1.0,1.25,1.3333333333333333,1.5,1.6666666666666667,1.75,2.0,2.25,2.3333333333333335,2.5,2.75,3.0,3.25,3.3333333333333335,3.5,3.75,4.0,4.25,4.333333333333333,4.5,4.666666666666667,4.75,5.0,5.25,6.0,7.0,7.666666666666667,8.0,8.5
C3,0.0,0.0,0.0,0.27450980392156865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7254901960784313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A3,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B4|G5,0.0,0.5,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A2|E3|A4|C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3|A3,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E5,0.005917159763313609,0.1952662721893491,0.03550295857988166,0.3747534516765286,0.011834319526627219,0.0670611439842209,0.15779092702169625,0.009861932938856016,0.0039447731755424065,0.04142011834319527,0.0019723865877712033,0.0019723865877712033,0.03353057199211045,0.0,0.013806706114398421,0.01775147928994083,0.005917159763313609,0.0039447731755424065,0.0,0.0,0.0039447731755424065,0.009861932938856016,0.0039447731755424065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D4|D5,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5|B5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
G5,0.00909090909090909,0.2545454545454545,0.045454545454545456,0.2727272727272727,0.00909090909090909,0.022727272727272728,0.18181818181818182,0.004545454545454545,0.0,0.06363636363636363,0.022727272727272728,0.0,0.04090909090909091,0.0,0.01818181818181818,0.0,0.01818181818181818,0.004545454545454545,0.0,0.0,0.004545454545454545,0.00909090909090909,0.004545454545454545,0.0,0.0,0.004545454545454545,0.0,0.0,0.0,0.0,0.00909090909090909,0.0,0.0,0.0,0.0
